iso_code,country,continent,date_frame,date,cases,deaths,total_recovery,total_cases,total_deaths
AFG,Afghanistan,Asia,22/01/2020,22/01/2020,0,0,0,0,0
ALB,Albania,Europe,22/01/2020,22/01/2020,0,0,0,0,0
DZA,Algeria,Africa,22/01/2020,22/01/2020,0,0,0,0,0
AND,Andorra,Europe,22/01/2020,22/01/2020,0,0,0,0,0
AGO,Angola,Africa,22/01/2020,22/01/2020,0,0,0,0,0
ATG,Antigua and Barbuda,America,22/01/2020,22/01/2020,0,0,0,0,0
ARG,Argentina,America,22/01/2020,22/01/2020,0,0,0,0,0
ARM,Armenia,Europe,22/01/2020,22/01/2020,0,0,0,0,0
ABW,Aruba,America,22/01/2020,22/01/2020,0,0,0,0,0
AUS,Australia,Oceania,22/01/2020,22/01/2020,0,0,0,0,0
AUT,Austria,Europe,22/01/2020,22/01/2020,0,0,0,0,0
AZE,Azerbaijan,Europe,22/01/2020,22/01/2020,0,0,0,0,0
BHS,Bahamas,America,22/01/2020,22/01/2020,0,0,0,0,0
BHR,Bahrain,Asia,22/01/2020,22/01/2020,0,0,0,0,0
BGD,Bangladesh,Asia,22/01/2020,22/01/2020,0,0,0,0,0
BRB,Barbados,America,22/01/2020,22/01/2020,0,0,0,0,0
BLR,Belarus,Europe,22/01/2020,22/01/2020,0,0,0,0,0
BEL,Belgium,America,22/01/2020,22/01/2020,0,0,0,0,0
BLZ,Belize,America,22/01/2020,22/01/2020,0,0,0,0,0
BEN,Benin,Africa,22/01/2020,22/01/2020,0,0,0,0,0
BMU,Bermuda,America,22/01/2020,22/01/2020,0,0,0,0,0
BTN,Bhutan,Asia,22/01/2020,22/01/2020,0,0,0,0,0
BOL,Bolivia,America,22/01/2020,22/01/2020,0,0,0,0,0
BES,Bonaire Sint Eustatius and Saba,America,22/01/2020,22/01/2020,0,0,0,0,0
BIH,Bosnia and Herzegovina,Europe,22/01/2020,22/01/2020,0,0,0,0,0
BWA,Botswana,Africa,22/01/2020,22/01/2020,0,0,0,0,0
BRA,Brazil,America,22/01/2020,22/01/2020,0,0,0,0,0
BRN,Brunei,Asia,22/01/2020,22/01/2020,0,0,0,0,0
BGR,Bulgaria,Europe,22/01/2020,22/01/2020,0,0,0,0,0
BFA,Burkina Faso,Africa,22/01/2020,22/01/2020,0,0,0,0,0
BDI,Burundi,Africa,22/01/2020,22/01/2020,0,0,0,0,0
KHM,Cambodia,Asia,22/01/2020,22/01/2020,0,0,0,0,0
CMR,Cameroon,Africa,22/01/2020,22/01/2020,0,0,0,0,0
CAN,Canada,America,22/01/2020,22/01/2020,0,0,0,0,0
CPV,Cape Verde,Africa,22/01/2020,22/01/2020,0,0,0,0,0
CYM,Cayman Islands,America,22/01/2020,22/01/2020,0,0,0,0,0
CAF,Central African Republic,Africa,22/01/2020,22/01/2020,0,0,0,0,0
CHL,Chile,America,22/01/2020,22/01/2020,0,0,0,0,0
CHN,China,Asia,22/01/2020,22/01/2020,259,9,28,1,0
COL,Colombia,America,22/01/2020,22/01/2020,0,0,0,0,0
COG,Congo,Africa,22/01/2020,22/01/2020,0,0,0,0,0
CRI,Costa Rica,America,22/01/2020,22/01/2020,0,0,0,0,0
CIV,Cote d'Ivoire,Africa,22/01/2020,22/01/2020,0,0,0,0,0
HRV,Croatia,Europe,22/01/2020,22/01/2020,0,0,0,0,0
CUB,Cuba,America,22/01/2020,22/01/2020,0,0,0,0,0
CUW,Curacao,America,22/01/2020,22/01/2020,0,0,0,0,0
CYP,Cyprus,Europe,22/01/2020,22/01/2020,0,0,0,0,0
CZE,Czech Republic,Europe,22/01/2020,22/01/2020,0,0,0,0,0
COD,Democratic Republic of Congo,Africa,22/01/2020,22/01/2020,0,0,0,0,0
DNK,Denmark,Europe,22/01/2020,22/01/2020,0,0,0,0,0
DJI,Djibouti,Africa,22/01/2020,22/01/2020,0,0,0,0,0
DMA,Dominica,America,22/01/2020,22/01/2020,0,0,0,0,0
DOM,Dominican Republic,America,22/01/2020,22/01/2020,0,0,0,0,0
ECU,Ecuador,America,22/01/2020,22/01/2020,0,0,0,0,0
EGY,Egypt,Africa,22/01/2020,22/01/2020,0,0,0,0,0
GNQ,Equatorial Guinea,Africa,22/01/2020,22/01/2020,0,0,0,0,0
ERI,Eritrea,Africa,22/01/2020,22/01/2020,0,0,0,0,0
EST,Estonia,Europe,22/01/2020,22/01/2020,0,0,0,0,0
ETH,Ethiopia,Africa,22/01/2020,22/01/2020,0,0,0,0,0
FRO,Faeroe Islands,Europe,22/01/2020,22/01/2020,0,0,0,0,0
FLK,Falkland Islands,America,22/01/2020,22/01/2020,0,0,0,0,0
FJI,Fiji,Oceania,22/01/2020,22/01/2020,0,0,0,0,0
FIN,Finland,Europe,22/01/2020,22/01/2020,0,0,0,0,0
FRA,France,Europe,22/01/2020,22/01/2020,0,0,0,0,0
GAB,Gabon,Africa,22/01/2020,22/01/2020,0,0,0,0,0
GMB,Gambia,Africa,22/01/2020,22/01/2020,0,0,0,0,0
GEO,Georgia,Europe,22/01/2020,22/01/2020,0,0,0,0,0
DEU,Germany,Europe,22/01/2020,22/01/2020,0,0,0,0,0
GHA,Ghana,Africa,22/01/2020,22/01/2020,0,0,0,0,0
GIB,Gibraltar,Europe,22/01/2020,22/01/2020,0,0,0,0,0
GRC,Greece,Europe,22/01/2020,22/01/2020,0,0,0,0,0
GRL,Greenland,America,22/01/2020,22/01/2020,0,0,0,0,0
GRD,Grenada,America,22/01/2020,22/01/2020,0,0,0,0,0
GUM,Guam,Oceania,22/01/2020,22/01/2020,0,0,0,0,0
GTM,Guatemala,America,22/01/2020,22/01/2020,0,0,0,0,0
GGY,Guernsey,Europe,22/01/2020,22/01/2020,0,0,0,0,0
GIN,Guinea,Africa,22/01/2020,22/01/2020,0,0,0,0,0
GNB,Guinea-Bissau,Africa,22/01/2020,22/01/2020,0,0,0,0,0
GUY,Guyana,America,22/01/2020,22/01/2020,0,0,0,0,0
HTI,Haiti,America,22/01/2020,22/01/2020,0,0,0,0,0
HND,Honduras,America,22/01/2020,22/01/2020,0,0,0,0,0
HUN,Hungary,Europe,22/01/2020,22/01/2020,0,0,0,0,0
ISL,Iceland,Europe,22/01/2020,22/01/2020,0,0,0,0,0
IND,India,Asia,22/01/2020,22/01/2020,0,0,0,0,0
IDN,Indonesia,Asia,22/01/2020,22/01/2020,0,0,0,0,0
IRN,Iran,Asia,22/01/2020,22/01/2020,0,0,0,0,0
IRQ,Iraq,Asia,22/01/2020,22/01/2020,0,0,0,0,0
IRL,Ireland,Europe,22/01/2020,22/01/2020,0,0,0,0,0
IMN,Isle of Man,Europe,22/01/2020,22/01/2020,0,0,0,0,0
ITA,Italy,Europe,22/01/2020,22/01/2020,0,0,0,0,0
JAM,Jamaica,America,22/01/2020,22/01/2020,0,0,0,0,0
JPN,Japan,Asia,22/01/2020,22/01/2020,1,0,0,2,0
JEY,Jersey,Europe,22/01/2020,22/01/2020,0,0,0,0,0
JOR,Jordan,Asia,22/01/2020,22/01/2020,0,0,0,0,0
KAZ,Kazakhstan,Asia,22/01/2020,22/01/2020,0,0,0,0,0
KEN,Kenya,Africa,22/01/2020,22/01/2020,0,0,0,0,0
KWT,Kuwait,Asia,22/01/2020,22/01/2020,0,0,0,0,0
KGZ,Kyrgyzstan,Asia,22/01/2020,22/01/2020,0,0,0,0,0
LAO,Laos,Asia,22/01/2020,22/01/2020,0,0,0,0,0
LVA,Latvia,Europe,22/01/2020,22/01/2020,0,0,0,0,0
LBN,Lebanon,Asia,22/01/2020,22/01/2020,0,0,0,0,0
LBR,Liberia,Africa,22/01/2020,22/01/2020,0,0,0,0,0
LBY,Libya,Africa,22/01/2020,22/01/2020,0,0,0,0,0
LIE,Liechtenstein,Europe,22/01/2020,22/01/2020,0,0,0,0,0
LTU,Lithuania,Europe,22/01/2020,22/01/2020,0,0,0,0,0
LUX,Luxembourg,Europe,22/01/2020,22/01/2020,0,0,0,0,0
MKD,Macedonia,Europe,22/01/2020,22/01/2020,0,0,0,0,0
MDG,Madagascar,Africa,22/01/2020,22/01/2020,0,0,0,0,0
MYS,Malaysia,Asia,22/01/2020,22/01/2020,0,0,0,0,0
MDV,Maldives,Asia,22/01/2020,22/01/2020,0,0,0,0,0
MLI,Mali,Africa,22/01/2020,22/01/2020,0,0,0,0,0
MLT,Malta,Europe,22/01/2020,22/01/2020,0,0,0,0,0
MRT,Mauritania,Africa,22/01/2020,22/01/2020,0,0,0,0,0
MEX,Mexico,America,22/01/2020,22/01/2020,0,0,0,0,0
MDA,Moldova,Europe,22/01/2020,22/01/2020,0,0,0,0,0
MCO,Monaco,Europe,22/01/2020,22/01/2020,0,0,0,0,0
MNG,Mongolia,Asia,22/01/2020,22/01/2020,0,0,0,0,0
MNE,Montenegro,Europe,22/01/2020,22/01/2020,0,0,0,0,0
MSR,Montserrat,America,22/01/2020,22/01/2020,0,0,0,0,0
MAR,Morocco,Africa,22/01/2020,22/01/2020,0,0,0,0,0
MOZ,Mozambique,Africa,22/01/2020,22/01/2020,0,0,0,0,0
MMR,Myanmar,Asia,22/01/2020,22/01/2020,0,0,0,0,0
NPL,Nepal,Asia,22/01/2020,22/01/2020,0,0,0,0,0
NLD,Netherlands,Europe,22/01/2020,22/01/2020,0,0,0,0,0
NZL,New Zealand,Oceania,22/01/2020,22/01/2020,0,0,0,0,0
NGA,Nigeria,Africa,22/01/2020,22/01/2020,0,0,0,0,0
MNP,Northern Mariana Islands,Oceania,22/01/2020,22/01/2020,0,0,0,0,0
NOR,Norway,Europe,22/01/2020,22/01/2020,0,0,0,0,0
OMN,Oman,Asia,22/01/2020,22/01/2020,0,0,0,0,0
PAK,Pakistan,Asia,22/01/2020,22/01/2020,0,0,0,0,0
PSE,Palestine,Asia,22/01/2020,22/01/2020,0,0,0,0,0
PHL,Philippines,Asia,22/01/2020,22/01/2020,0,0,0,0,0
QAT,Qatar,Asia,22/01/2020,22/01/2020,0,0,0,0,0
ROU,Romania,Europe,22/01/2020,22/01/2020,0,0,0,0,0
RUS,Russia,Europe,22/01/2020,22/01/2020,0,0,0,0,0
KNA,Saint Kitts and Nevis,America,22/01/2020,22/01/2020,0,0,0,0,0
LCA,Saint Lucia,America,22/01/2020,22/01/2020,0,0,0,0,0
SMR,San Marino,Europe,22/01/2020,22/01/2020,0,0,0,0,0
SGP,Singapore,Asia,22/01/2020,22/01/2020,3,0,0,0,0
KOR,South Korea,Asia,22/01/2020,22/01/2020,1,0,0,1,0
ESP,Spain,Europe,22/01/2020,22/01/2020,0,0,0,0,0
LKA,Sri Lanka,Asia,22/01/2020,22/01/2020,0,0,0,0,0
SWE,Sweden,Europe,22/01/2020,22/01/2020,0,0,0,0,0
CHE,Switzerland,Europe,22/01/2020,22/01/2020,0,0,0,0,0
TWN,Taiwan,Asia,22/01/2020,22/01/2020,0,0,0,1,0
THA,Thailand,Asia,22/01/2020,22/01/2020,0,0,0,2,0
ARE,United Arab Emirates,Asia,22/01/2020,22/01/2020,0,0,0,0,0
GBR,United Kingdom,Europe,22/01/2020,22/01/2020,0,0,0,0,0
USA,United States,America,22/01/2020,22/01/2020,0,0,0,1,0
VNM,Vietnam,Asia,22/01/2020,22/01/2020,2,0,0,0,0
AFG,Afghanistan,Asia,23/01/2020,23/01/2020,0,0,0,0,0
ALB,Albania,Europe,23/01/2020,23/01/2020,0,0,0,0,0
DZA,Algeria,Africa,23/01/2020,23/01/2020,0,0,0,0,0
AND,Andorra,Europe,23/01/2020,23/01/2020,0,0,0,0,0
AGO,Angola,Africa,23/01/2020,23/01/2020,0,0,0,0,0
ATG,Antigua and Barbuda,America,23/01/2020,23/01/2020,0,0,0,0,0
ARG,Argentina,America,23/01/2020,23/01/2020,0,0,0,0,0
ARM,Armenia,Europe,23/01/2020,23/01/2020,0,0,0,0,0
ABW,Aruba,America,23/01/2020,23/01/2020,0,0,0,0,0
AUS,Australia,Oceania,23/01/2020,23/01/2020,0,0,0,0,0
AUT,Austria,Europe,23/01/2020,23/01/2020,0,0,0,0,0
AZE,Azerbaijan,Europe,23/01/2020,23/01/2020,0,0,0,0,0
BHS,Bahamas,America,23/01/2020,23/01/2020,0,0,0,0,0
BHR,Bahrain,Asia,23/01/2020,23/01/2020,0,0,0,0,0
BGD,Bangladesh,Asia,23/01/2020,23/01/2020,0,0,0,0,0
BRB,Barbados,America,23/01/2020,23/01/2020,0,0,0,0,0
BLR,Belarus,Europe,23/01/2020,23/01/2020,0,0,0,0,0
BEL,Belgium,America,23/01/2020,23/01/2020,0,0,0,0,0
BLZ,Belize,America,23/01/2020,23/01/2020,0,0,0,0,0
BEN,Benin,Africa,23/01/2020,23/01/2020,0,0,0,0,0
BMU,Bermuda,America,23/01/2020,23/01/2020,0,0,0,0,0
BTN,Bhutan,Asia,23/01/2020,23/01/2020,0,0,0,0,0
BOL,Bolivia,America,23/01/2020,23/01/2020,0,0,0,0,0
BES,Bonaire Sint Eustatius and Saba,America,23/01/2020,23/01/2020,0,0,0,0,0
BIH,Bosnia and Herzegovina,Europe,23/01/2020,23/01/2020,0,0,0,0,0
BWA,Botswana,Africa,23/01/2020,23/01/2020,0,0,0,0,0
BRA,Brazil,America,23/01/2020,23/01/2020,0,0,0,0,0
BRN,Brunei,Asia,23/01/2020,23/01/2020,0,0,0,0,0
BGR,Bulgaria,Europe,23/01/2020,23/01/2020,0,0,0,0,0
BFA,Burkina Faso,Africa,23/01/2020,23/01/2020,0,0,0,0,0
BDI,Burundi,Africa,23/01/2020,23/01/2020,0,0,0,0,0
KHM,Cambodia,Asia,23/01/2020,23/01/2020,0,0,0,0,0
CMR,Cameroon,Africa,23/01/2020,23/01/2020,0,0,0,0,0
CAN,Canada,America,23/01/2020,23/01/2020,0,0,0,0,0
CPV,Cape Verde,Africa,23/01/2020,23/01/2020,0,0,0,0,0
CYM,Cayman Islands,America,23/01/2020,23/01/2020,0,0,0,0,0
CAF,Central African Republic,Africa,23/01/2020,23/01/2020,0,0,0,0,0
CHL,Chile,America,23/01/2020,23/01/2020,0,0,0,0,0
CHN,China,Asia,23/01/2020,23/01/2020,441,15,28,9,0
COL,Colombia,America,23/01/2020,23/01/2020,0,0,0,0,0
COG,Congo,Africa,23/01/2020,23/01/2020,0,0,0,0,0
CRI,Costa Rica,America,23/01/2020,23/01/2020,0,0,0,0,0
CIV,Cote d'Ivoire,Africa,23/01/2020,23/01/2020,0,0,0,0,0
HRV,Croatia,Europe,23/01/2020,23/01/2020,0,0,0,0,0
CUB,Cuba,America,23/01/2020,23/01/2020,0,0,0,0,0
CUW,Curacao,America,23/01/2020,23/01/2020,0,0,0,0,0
CYP,Cyprus,Europe,23/01/2020,23/01/2020,0,0,0,0,0
CZE,Czech Republic,Europe,23/01/2020,23/01/2020,0,0,0,0,0
COD,Democratic Republic of Congo,Africa,23/01/2020,23/01/2020,0,0,0,0,0
DNK,Denmark,Europe,23/01/2020,23/01/2020,0,0,0,0,0
DJI,Djibouti,Africa,23/01/2020,23/01/2020,0,0,0,0,0
DMA,Dominica,America,23/01/2020,23/01/2020,0,0,0,0,0
DOM,Dominican Republic,America,23/01/2020,23/01/2020,0,0,0,0,0
ECU,Ecuador,America,23/01/2020,23/01/2020,0,0,0,0,0
EGY,Egypt,Africa,23/01/2020,23/01/2020,0,0,0,0,0
GNQ,Equatorial Guinea,Africa,23/01/2020,23/01/2020,0,0,0,0,0
ERI,Eritrea,Africa,23/01/2020,23/01/2020,0,0,0,0,0
EST,Estonia,Europe,23/01/2020,23/01/2020,0,0,0,0,0
ETH,Ethiopia,Africa,23/01/2020,23/01/2020,0,0,0,0,0
FRO,Faeroe Islands,Europe,23/01/2020,23/01/2020,0,0,0,0,0
FLK,Falkland Islands,America,23/01/2020,23/01/2020,0,0,0,0,0
FJI,Fiji,Oceania,23/01/2020,23/01/2020,0,0,0,0,0
FIN,Finland,Europe,23/01/2020,23/01/2020,0,0,0,0,0
FRA,France,Europe,23/01/2020,23/01/2020,3,0,0,0,0
GAB,Gabon,Africa,23/01/2020,23/01/2020,0,0,0,0,0
GMB,Gambia,Africa,23/01/2020,23/01/2020,0,0,0,0,0
GEO,Georgia,Europe,23/01/2020,23/01/2020,0,0,0,0,0
DEU,Germany,Europe,23/01/2020,23/01/2020,0,0,0,0,0
GHA,Ghana,Africa,23/01/2020,23/01/2020,0,0,0,0,0
GIB,Gibraltar,Europe,23/01/2020,23/01/2020,0,0,0,0,0
GRC,Greece,Europe,23/01/2020,23/01/2020,0,0,0,0,0
GRL,Greenland,America,23/01/2020,23/01/2020,0,0,0,0,0
GRD,Grenada,America,23/01/2020,23/01/2020,0,0,0,0,0
GUM,Guam,Oceania,23/01/2020,23/01/2020,0,0,0,0,0
GTM,Guatemala,America,23/01/2020,23/01/2020,0,0,0,0,0
GGY,Guernsey,Europe,23/01/2020,23/01/2020,0,0,0,0,0
GIN,Guinea,Africa,23/01/2020,23/01/2020,0,0,0,0,0
GNB,Guinea-Bissau,Africa,23/01/2020,23/01/2020,0,0,0,0,0
GUY,Guyana,America,23/01/2020,23/01/2020,0,0,0,0,0
HTI,Haiti,America,23/01/2020,23/01/2020,0,0,0,0,0
HND,Honduras,America,23/01/2020,23/01/2020,0,0,0,0,0
HUN,Hungary,Europe,23/01/2020,23/01/2020,0,0,0,0,0
ISL,Iceland,Europe,23/01/2020,23/01/2020,0,0,0,0,0
IND,India,Asia,23/01/2020,23/01/2020,0,0,0,0,0
IDN,Indonesia,Asia,23/01/2020,23/01/2020,0,0,0,0,0
IRN,Iran,Asia,23/01/2020,23/01/2020,0,0,0,0,0
IRQ,Iraq,Asia,23/01/2020,23/01/2020,0,0,0,0,0
IRL,Ireland,Europe,23/01/2020,23/01/2020,0,0,0,0,0
IMN,Isle of Man,Europe,23/01/2020,23/01/2020,0,0,0,0,0
ITA,Italy,Europe,23/01/2020,23/01/2020,0,0,0,0,0
JAM,Jamaica,America,23/01/2020,23/01/2020,0,0,0,0,0
JPN,Japan,Asia,23/01/2020,23/01/2020,0,0,0,2,0
JEY,Jersey,Europe,23/01/2020,23/01/2020,0,0,0,0,0
JOR,Jordan,Asia,23/01/2020,23/01/2020,0,0,0,0,0
KAZ,Kazakhstan,Asia,23/01/2020,23/01/2020,0,0,0,0,0
KEN,Kenya,Africa,23/01/2020,23/01/2020,0,0,0,0,0
KWT,Kuwait,Asia,23/01/2020,23/01/2020,0,0,0,0,0
KGZ,Kyrgyzstan,Asia,23/01/2020,23/01/2020,0,0,0,0,0
LAO,Laos,Asia,23/01/2020,23/01/2020,0,0,0,0,0
LVA,Latvia,Europe,23/01/2020,23/01/2020,0,0,0,0,0
LBN,Lebanon,Asia,23/01/2020,23/01/2020,0,0,0,0,0
LBR,Liberia,Africa,23/01/2020,23/01/2020,0,0,0,0,0
LBY,Libya,Africa,23/01/2020,23/01/2020,0,0,0,0,0
LIE,Liechtenstein,Europe,23/01/2020,23/01/2020,0,0,0,0,0
LTU,Lithuania,Europe,23/01/2020,23/01/2020,0,0,0,0,0
LUX,Luxembourg,Europe,23/01/2020,23/01/2020,0,0,0,0,0
MKD,Macedonia,Europe,23/01/2020,23/01/2020,0,0,0,0,0
MDG,Madagascar,Africa,23/01/2020,23/01/2020,0,0,0,0,0
MYS,Malaysia,Asia,23/01/2020,23/01/2020,3,0,0,0,0
MDV,Maldives,Asia,23/01/2020,23/01/2020,0,0,0,0,0
MLI,Mali,Africa,23/01/2020,23/01/2020,0,0,0,0,0
MLT,Malta,Europe,23/01/2020,23/01/2020,0,0,0,0,0
MRT,Mauritania,Africa,23/01/2020,23/01/2020,0,0,0,0,0
MEX,Mexico,America,23/01/2020,23/01/2020,0,0,0,0,0
MDA,Moldova,Europe,23/01/2020,23/01/2020,0,0,0,0,0
MCO,Monaco,Europe,23/01/2020,23/01/2020,0,0,0,0,0
MNG,Mongolia,Asia,23/01/2020,23/01/2020,0,0,0,0,0
MNE,Montenegro,Europe,23/01/2020,23/01/2020,0,0,0,0,0
MSR,Montserrat,America,23/01/2020,23/01/2020,0,0,0,0,0
MAR,Morocco,Africa,23/01/2020,23/01/2020,0,0,0,0,0
MOZ,Mozambique,Africa,23/01/2020,23/01/2020,0,0,0,0,0
MMR,Myanmar,Asia,23/01/2020,23/01/2020,0,0,0,0,0
NPL,Nepal,Asia,23/01/2020,23/01/2020,1,0,0,0,0
NLD,Netherlands,Europe,23/01/2020,23/01/2020,0,0,0,0,0
NZL,New Zealand,Oceania,23/01/2020,23/01/2020,0,0,0,0,0
NGA,Nigeria,Africa,23/01/2020,23/01/2020,0,0,0,0,0
MNP,Northern Mariana Islands,Oceania,23/01/2020,23/01/2020,0,0,0,0,0
NOR,Norway,Europe,23/01/2020,23/01/2020,0,0,0,0,0
OMN,Oman,Asia,23/01/2020,23/01/2020,0,0,0,0,0
PAK,Pakistan,Asia,23/01/2020,23/01/2020,0,0,0,0,0
PSE,Palestine,Asia,23/01/2020,23/01/2020,0,0,0,0,0
PHL,Philippines,Asia,23/01/2020,23/01/2020,0,0,0,0,0
QAT,Qatar,Asia,23/01/2020,23/01/2020,0,0,0,0,0
ROU,Romania,Europe,23/01/2020,23/01/2020,0,0,0,0,0
RUS,Russia,Europe,23/01/2020,23/01/2020,0,0,0,0,0
KNA,Saint Kitts and Nevis,America,23/01/2020,23/01/2020,0,0,0,0,0
LCA,Saint Lucia,America,23/01/2020,23/01/2020,0,0,0,0,0
SMR,San Marino,Europe,23/01/2020,23/01/2020,0,0,0,0,0
SGP,Singapore,Asia,23/01/2020,23/01/2020,0,0,0,1,0
KOR,South Korea,Asia,23/01/2020,23/01/2020,0,0,0,1,0
ESP,Spain,Europe,23/01/2020,23/01/2020,0,0,0,0,0
LKA,Sri Lanka,Asia,23/01/2020,23/01/2020,0,0,0,0,0
SWE,Sweden,Europe,23/01/2020,23/01/2020,0,0,0,0,0
CHE,Switzerland,Europe,23/01/2020,23/01/2020,0,0,0,0,0
TWN,Taiwan,Asia,23/01/2020,23/01/2020,2,0,0,1,0
THA,Thailand,Asia,23/01/2020,23/01/2020,1,0,0,3,0
ARE,United Arab Emirates,Asia,23/01/2020,23/01/2020,0,0,0,0,0
GBR,United Kingdom,Europe,23/01/2020,23/01/2020,0,0,0,0,0
USA,United States,America,23/01/2020,23/01/2020,1,0,0,1,0
VNM,Vietnam,Asia,23/01/2020,23/01/2020,0,0,0,2,0
AFG,Afghanistan,Asia,24/01/2020,24/01/2020,0,0,0,0,0
ALB,Albania,Europe,24/01/2020,24/01/2020,0,0,0,0,0
DZA,Algeria,Africa,24/01/2020,24/01/2020,0,0,0,0,0
AND,Andorra,Europe,24/01/2020,24/01/2020,0,0,0,0,0
AGO,Angola,Africa,24/01/2020,24/01/2020,0,0,0,0,0
ATG,Antigua and Barbuda,America,24/01/2020,24/01/2020,0,0,0,0,0
ARG,Argentina,America,24/01/2020,24/01/2020,0,0,0,0,0
ARM,Armenia,Europe,24/01/2020,24/01/2020,0,0,0,0,0
ABW,Aruba,America,24/01/2020,24/01/2020,0,0,0,0,0
AUS,Australia,Oceania,24/01/2020,24/01/2020,0,0,0,0,0
AUT,Austria,Europe,24/01/2020,24/01/2020,0,0,0,0,0
AZE,Azerbaijan,Europe,24/01/2020,24/01/2020,0,0,0,0,0
BHS,Bahamas,America,24/01/2020,24/01/2020,0,0,0,0,0
BHR,Bahrain,Asia,24/01/2020,24/01/2020,0,0,0,0,0
BGD,Bangladesh,Asia,24/01/2020,24/01/2020,0,0,0,0,0
BRB,Barbados,America,24/01/2020,24/01/2020,0,0,0,0,0
BLR,Belarus,Europe,24/01/2020,24/01/2020,0,0,0,0,0
BEL,Belgium,America,24/01/2020,24/01/2020,0,0,0,0,0
BLZ,Belize,America,24/01/2020,24/01/2020,0,0,0,0,0
BEN,Benin,Africa,24/01/2020,24/01/2020,0,0,0,0,0
BMU,Bermuda,America,24/01/2020,24/01/2020,0,0,0,0,0
BTN,Bhutan,Asia,24/01/2020,24/01/2020,0,0,0,0,0
BOL,Bolivia,America,24/01/2020,24/01/2020,0,0,0,0,0
BES,Bonaire Sint Eustatius and Saba,America,24/01/2020,24/01/2020,0,0,0,0,0
BIH,Bosnia and Herzegovina,Europe,24/01/2020,24/01/2020,0,0,0,0,0
BWA,Botswana,Africa,24/01/2020,24/01/2020,0,0,0,0,0
BRA,Brazil,America,24/01/2020,24/01/2020,0,0,0,0,0
BRN,Brunei,Asia,24/01/2020,24/01/2020,0,0,0,0,0
BGR,Bulgaria,Europe,24/01/2020,24/01/2020,0,0,0,0,0
BFA,Burkina Faso,Africa,24/01/2020,24/01/2020,0,0,0,0,0
BDI,Burundi,Africa,24/01/2020,24/01/2020,0,0,0,0,0
KHM,Cambodia,Asia,24/01/2020,24/01/2020,0,0,0,0,0
CMR,Cameroon,Africa,24/01/2020,24/01/2020,0,0,0,0,0
CAN,Canada,America,24/01/2020,24/01/2020,1,0,0,0,0
CPV,Cape Verde,Africa,24/01/2020,24/01/2020,0,0,0,0,0
CYM,Cayman Islands,America,24/01/2020,24/01/2020,0,0,0,0,0
CAF,Central African Republic,Africa,24/01/2020,24/01/2020,0,0,0,0,0
CHL,Chile,America,24/01/2020,24/01/2020,0,0,0,0,0
CHN,China,Asia,24/01/2020,24/01/2020,665,15,31,15,0
COL,Colombia,America,24/01/2020,24/01/2020,0,0,0,0,0
COG,Congo,Africa,24/01/2020,24/01/2020,0,0,0,0,0
CRI,Costa Rica,America,24/01/2020,24/01/2020,0,0,0,0,0
CIV,Cote d'Ivoire,Africa,24/01/2020,24/01/2020,0,0,0,0,0
HRV,Croatia,Europe,24/01/2020,24/01/2020,0,0,0,0,0
CUB,Cuba,America,24/01/2020,24/01/2020,0,0,0,0,0
CUW,Curacao,America,24/01/2020,24/01/2020,0,0,0,0,0
CYP,Cyprus,Europe,24/01/2020,24/01/2020,0,0,0,0,0
CZE,Czech Republic,Europe,24/01/2020,24/01/2020,0,0,0,0,0
COD,Democratic Republic of Congo,Africa,24/01/2020,24/01/2020,0,0,0,0,0
DNK,Denmark,Europe,24/01/2020,24/01/2020,0,0,0,0,0
DJI,Djibouti,Africa,24/01/2020,24/01/2020,0,0,0,0,0
DMA,Dominica,America,24/01/2020,24/01/2020,0,0,0,0,0
DOM,Dominican Republic,America,24/01/2020,24/01/2020,0,0,0,0,0
ECU,Ecuador,America,24/01/2020,24/01/2020,0,0,0,0,0
EGY,Egypt,Africa,24/01/2020,24/01/2020,0,0,0,0,0
GNQ,Equatorial Guinea,Africa,24/01/2020,24/01/2020,0,0,0,0,0
ERI,Eritrea,Africa,24/01/2020,24/01/2020,0,0,0,0,0
EST,Estonia,Europe,24/01/2020,24/01/2020,0,0,0,0,0
ETH,Ethiopia,Africa,24/01/2020,24/01/2020,0,0,0,0,0
FRO,Faeroe Islands,Europe,24/01/2020,24/01/2020,0,0,0,0,0
FLK,Falkland Islands,America,24/01/2020,24/01/2020,0,0,0,0,0
FJI,Fiji,Oceania,24/01/2020,24/01/2020,0,0,0,0,0
FIN,Finland,Europe,24/01/2020,24/01/2020,0,0,0,0,0
FRA,France,Europe,24/01/2020,24/01/2020,0,0,0,2,0
GAB,Gabon,Africa,24/01/2020,24/01/2020,0,0,0,0,0
GMB,Gambia,Africa,24/01/2020,24/01/2020,0,0,0,0,0
GEO,Georgia,Europe,24/01/2020,24/01/2020,0,0,0,0,0
DEU,Germany,Europe,24/01/2020,24/01/2020,0,0,0,0,0
GHA,Ghana,Africa,24/01/2020,24/01/2020,0,0,0,0,0
GIB,Gibraltar,Europe,24/01/2020,24/01/2020,0,0,0,0,0
GRC,Greece,Europe,24/01/2020,24/01/2020,0,0,0,0,0
GRL,Greenland,America,24/01/2020,24/01/2020,0,0,0,0,0
GRD,Grenada,America,24/01/2020,24/01/2020,0,0,0,0,0
